ID,Name,Domain,Reg date,Title,Brand name,.com,.net,.org,.biz,Global rank,Top country,Google results,Link
1663,OpticalExpress-UK,clickztrax.com,08/12/10,404 - File or directory not found.,N/A,N/A,N/A,N/A,N/A,"304,356",N/A,"9,190",http://clickztrax.com/?a=235&c=78045&s1=300001&s2=685869753
1667,AgelessMale-CPS-US,myagelessmale.com,02/18/11,Ageless Male Supplement – Testosterone Booster,Ageless Male,No,No,No,No,"1,435,552",N/A,"287,000",http://www.myagelessmale.com/?tracking_id=2136&SitePhoneNumber=1-800-606-3312&utm_source=C2M&utm_campaign=235
1670,Pure Garcinia,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,"286,561",USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2939/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=685868058&SID2=300001&LPID=358&ClickID=30209680
1671,DealFlag-Verizon-Tmobile-US,centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,N/A,N/A,"504,000",http://exclusiverewards.centurys.com/?sov=242082502&hid=cqcgeocmccs&&ctrl1=noiframe&id=XNSX.eb7ffb12ca3537844dc698ec56de63cc%3A%3ACD1215%3A%3A3202
1672,NitroX4Muscle,nitrox4muscle.com,05/01/12,Xtreme Nitro - Build Muscle Fast!,Xtreme Nitro,No,No,No,Yes,"2,525,750",N/A,"74,800",http://nitrox4muscle.com/lp1/index.php?AFID=OAS&SID=200052
1674,RippedMuscleXtreme,1285muscleextreme.com,02/15/13,1285 Muscle,1285 Muscle,No,No,No,Yes,"754,021",USA,"89,100",https://www.1285muscleextreme.com/trial/us/index.php?CID=20&AFID=1002&SID=235&click_id=10258b36a0898e5e1462886f3fc8fd&token
1676,YouMeets-MobilePInSubmit-TR,adultfriendfinder.com,11/29/97,Registration,Adult Friend Finder,No,No,No,No,454,USA,"32,000,000",http://adultfriendfinder.com/go/page/landing_page_ffadult_20?pid=p1931660.sub235&ip=auto&no_click=1&alpo_redirect=1
1677,RaspberryKetone-Intl,raspberryketonestrial.com,08/03/12,Raspberry Ketones,Raspberry Ketones,No,No,No,No,"297,874",India,"41,000,000",http://www.raspberryketonestrial.com/v1/
1680,PrecisionPower,powerprecisiontrial.com,03/14/12,Power Precision Trial,Power Precision,No,Yes,No,Yes,"286,059",USA,"560,000",https://www.powerprecisiontrial.com/newformula/
1684,Nuvagenic-UK,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://uk.nuvagenic.com/?AFID=1066&C1=300001&C2=685871378
1685,Solpria-UK,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://uk.solpria.com/?AFID=1066&C1=300001&C2=685871516
1686,Nuvagenic-Germany,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://de.nuvagenic.com/?AFID=1066&C1=300001&C2=685871646
1687,Solpria-Germany,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://de.solpria.com/?AFID=1066&C1=300001&C2=685871697
1688,Nuvagenic-AT,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://at.nuvagenic.com/?AFID=1066&C1=300001&C2=685871740
1689,Solpria-AT,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://at.solpria.com/?AFID=1066&C1=300001&C2=685871783
1690,Nuvagenic-FR,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://fr.nuvagenic.com/?AFID=1066&C1=300001&C2=685871822
1691,Solpria-FR,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://fr.solpria.com/?AFID=1066&C1=300001&C2=685871860
1692,Nuvagenic-IT,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://it.nuvagenic.com/?AFID=1066&C1=300001&C2=685871907
1693,Solpria-IT,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://it.solpria.com/?AFID=1066&C1=300001&C2=685871946
1694,Nuvagenic-ES,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://es.nuvagenic.com/?AFID=1066&C1=300001&C2=685871984
1695,Solpria-ES,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://es.solpria.com/?AFID=1066&C1=300001&C2=685872015
1696,Nuvagenic-Portugal,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://pt.nuvagenic.com/?AFID=1066&C1=300001&C2=685872054
1697,Solpria-Portugal,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://pt.solpria.com/?AFID=1066&C1=300001&C2=685872114
1698,Nuvagenic-BE,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://be.nuvagenic.com/?AFID=1066&C1=300001&C2=685872149
1699,Solpria-BE,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://be.solpria.com/?AFID=1066&C1=300001&C2=685872259
1700,Nuvagenic-ZA,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://za.nuvagenic.com/?AFID=1066&C1=300001&C2=685872289
1701,Solpria-ZA,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://za.solpria.com/?AFID=1066&C1=300001&C2=685872330
1702,Nuvagenic-Malaysia,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://my.nuvagenic.com/?AFID=1066&C1=300001&C2=685872383
1703,Solpria-Malaysia,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://my.solpria.com/?AFID=1066&C1=300001&C2=685872421
1704,Nuvagenic-Singapore,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://sg.nuvagenic.com/?AFID=1066&C1=300001&C2=685872444
1705,Solpria-Singapore,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://sg.solpria.com/?AFID=1066&C1=300001&C2=685872464
1706,Nuvagenic-Argentina,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://ar.nuvagenic.com/?AFID=1066&C1=300001&C2=685872497
1707,Solpria-Argentina,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://ar.solpria.com/?AFID=1066&C1=300001&C2=685872529
1708,Nuvagenic-Chile,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",http://affiliate.gmtracker.com/rd/r.php?sid=1708&pub=300001&c1=adm&c2=test&c3=link
1709,Solpria-Chile,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://cl.solpria.com/?AFID=1066&C1=300001&C2=685872627
1710,Nuvagenic-Peru,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://pe.nuvagenic.com/?AFID=1066&C1=300001&C2=685872672
1711,Solpria-Peru,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://pe.solpria.com/?AFID=1066&C1=300001&C2=685872695
1712,SupraGreenCoffee-NO,supragreencoffee.com,01/17/13,N/A,Supra Green Coffee,No,No,No,Yes,"1,229,068",N/A,"150,000",https://no.supragreencoffee.com/?AFID=1066&C1=300001&C2=685872757
1713,MightyKetone-NO,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,"462,867",USA,"680,000",https://no.mightyraspbketone.com/?AFID=1066&C1=300001&C2=685873024
1738,EssenceofArgan-FR ,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1741,IdroTherapy-FR,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,"2,121,479",N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
1752,LeanMuscleX-UK,powerprecisiontrial.com,03/14/12,Power Precision Trial,Power Precision,No,Yes,No,Yes,"286,059",USA,"560,000",https://www.powerprecisiontrial.com/newformula/
1753,TestForceExtreme-UK,vimaxtrial.com,01/29/10,Vimax - #1 Male Enhancement Pill,Vimax,No,No,No,No,"411,539",USA,"9,280,000",https://www.vimaxtrial.com/
1754,MuscleXEdgePromoPage,musclexedge.com,10/19/10,Muscle X Edge,Muscle X Edge,No,No,No,Yes,"1,220,857",USA,"498,000",https://www.musclexedge.com/tryittoday/?AFID=168285&sid=685873576
1755,WintheNewiPad(WEB+WAP)-Russia,androidsecurityfree.org,02/19/13,N/A,Android Security Free,Yes,Yes,No,Yes,"304,423",USA,"136,000",http://www.androidsecurityfree.org/v3e/index.html?version=locked-suite-admin&splitver=130919&page=aa.matt.5svp.0830&split=d664e2d9.all&ccrule=75f7bda6&offer=aa.matt.3tfi&product=anti-virus&partner=mmix&country=us&language=en&pool=aaa09cc5&aff_id=CD1215&aff_id2=16379e655cf570fcea025349e959832e&aff_id3=e2c4w294d4q2x2&shortcut=aausmmix&ipcc=us&iprc=fl&xsid=OaHdQxCuakSRgXdr-ST5kw&ccconfigid=256c0117.99.us.2tb.b
1756,Nuvagenic-Switzerland,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://ch.nuvagenic.com/?AFID=1066&C1=300001&C2=685873780
1757,Solpria-Switzerland,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://ch.solpria.com/?AFID=1066&C1=300001&C2=685873810
1758,Nuvagenic-SE,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://se.nuvagenic.com/?AFID=1066&C1=300001&C2=685873843
1759,Solpria-SE,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://se.solpria.com/?AFID=1066&C1=300001&C2=685873862
1760,Nuvagenic-DK,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://dk.nuvagenic.com/?AFID=1066&C1=300001&C2=685873890
1761,Solpria-DK,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://dk.solpria.com/?AFID=1066&C1=300001&C2=685873924
1762,Nuvagenic-FI,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://fi.nuvagenic.com/?AFID=1066&C1=300001&C2=685873964
1763,Solpria-FI,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://fi.solpria.com/?AFID=1066&C1=300001&C2=685874015
1764,Nuvagenic-AU,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://au.nuvagenic.com/?AFID=1066&C1=300001&C2=685874102
1765,Solpria-AU,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://au.solpria.com/?AFID=1066&C1=300001&C2=685874145
1766,Nuvagenic-NL,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,"365,351",India,"78,900",https://nl.nuvagenic.com/?AFID=1066&C1=300001&C2=685874195
1767,Solpria-NL,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://nl.solpria.com/?AFID=1066&C1=300001&C2=685874239
1771,ColoCleansePro-CA,healthycheckout.com,08/16/10,ColoThin - Detoxify Naturally,ColoThin,No,Yes,Yes,Yes,"183,757",USA,"115,000",http://secure.healthycheckout.com/o/clthn2/landing#none
1796,Plink,plink.com,02/28/95,Plink.com | Earn Plink Points for Dining and Shopping Offline,Plink,No,No,No,No,"28,466",USA,"2,270,000",https://reg.plink.com/?c=6B86B273FF34FCE19D6B804EFF5A3F5747ADA4EAA22F1D49C01E52DDB7875B4B&aid=1385&subID=2011v90bHcceXUBA1j451Z1voyUl000.&subid2=13991&subid3=22553&subid4=11423
1797,Date.com,centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,N/A,N/A,"504,000",http://exclusiverewards.centurys.com/?sov=197859202&hid=dpdjfhfhfnddt&&ctrl1=noiframe&id=XNSX
1798,Matchmaker.com,centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,N/A,N/A,"504,000",http://exclusiverewards.centurys.com/?sov=197859202&hid=hplpntlpjljrhhx&&ctrl1=noiframe&id=XNSX
1799,Mate1 - Sweet or Saucy 40+,sweetorsaucy.com,09/02/11,Sweet Or Saucy,Sweet Or Saucy,No,No,No,Yes,"1,302,194",N/A,"33,500","http://www.sweetorsaucy.com/step1.html?jsessionid=EDD0E43989A746FD0C2648244DDA953A.web2bam4&AFFID=785_550612&utm_campaign=6372&utm_medium=external-mktg&utm_source=785_550612&utm_content=2284098&campaignId=6372&linkId=2284098&adId=1&referer=http://affiliate.tfntracker.com/rd/r.php?sid=3216&pub=550612&c1=685874699&c2=300001&query=AFFID%3D785_550612&regionCode=FL&xForwardFor=71.101.212.127,%2069.28.245.22&affiliateId=0&padCountryId=231&cityName=Bradenton&userAgent=Mozilla%2F5.0+%28Windows+NT+6.2%3B+WOW64%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Chrome%2F29.0.1547.76+Safari%2F537.36&ipAddress=71.101.212.127&destinationHostId=33&destinationId=519&m1_UUID=f7acc621-e381-4df7-a73d-40359e3fec98&mate1UUID=286f752c-30a9-40cc-8558-c39b26d16fea"
1800,MarryMeSugarDaddy,marrymesugardaddy.com,04/03/06,Marry Me SugarDaddy - Wealthy Men Sugar Daddy or Sugarbaby,Marry Me SugarDaddy,No,Yes,Yes,Yes,"425,599",USA,"8,960",http://www.marrymesugardaddy.com/?x_source=ib40536.550612.291312701
1801,ScoreYourCredit,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://affiliate.gmtracker.com/rd/r.php?progid=427&pub=300001&c1=adm&c2=test&c3=link
1803,AreYouInterested-30+-FBAPP-AU,facebook.com,03/29/97,Facebook,Facebook,No,No,No,No,2,USA,"15,110,000,000",https://www.facebook.com/login.php?skip_api_login=1&api_key=17091798008&signed_next=1&next=http%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fredirect_uri%3Dhttp%253A%252F%252Fapps.facebook.com%252Fareyouinterested%252Findex.php%253Fsource%253D2599%2526aff_id%253D235%26scope%3Demail%252Cuser_about_me%252Cuser_activities%252Cuser_birthday%252Cuser_hometown%252Cuser_interests%252Cuser_likes%252Cuser_location%252Cuser_photos%252Cuser_religion_politics%26client_id%3D17091798008%26ret%3Dlogin&cancel_uri=http%3A%2F%2Fapps.facebook.com%2Fareyouinterested%2Findex.php%3Fsource%3D2599%26aff_id%3D235%26error%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%23_%3D_&display=page
1804,AreYouInterested-30+-FBAPP-CA,facebook.com,03/29/97,Facebook,Facebook,No,No,No,No,2,USA,"15,110,000,000",https://www.facebook.com/login.php?skip_api_login=1&api_key=17091798008&signed_next=1&next=http%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fredirect_uri%3Dhttp%253A%252F%252Fapps.facebook.com%252Fareyouinterested%252Findex.php%253Fsource%253D2603%2526aff_id%253D235%26scope%3Demail%252Cuser_about_me%252Cuser_activities%252Cuser_birthday%252Cuser_hometown%252Cuser_interests%252Cuser_likes%252Cuser_location%252Cuser_photos%252Cuser_religion_politics%26client_id%3D17091798008%26ret%3Dlogin&cancel_uri=http%3A%2F%2Fapps.facebook.com%2Fareyouinterested%2Findex.php%3Fsource%3D2603%26aff_id%3D235%26error%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%23_%3D_&display=page
1805,AreYouInterested-30+-FBAPP-DK,facebook.com,03/29/97,Facebook,Facebook,No,No,No,No,2,USA,"15,110,000,000",https://www.facebook.com/login.php?skip_api_login=1&api_key=17091798008&signed_next=1&next=http%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fredirect_uri%3Dhttp%253A%252F%252Fapps.facebook.com%252Fareyouinterested%252Findex.php%253Fsource%253D2693%2526aff_id%253D235%26scope%3Demail%252Cuser_about_me%252Cuser_activities%252Cuser_birthday%252Cuser_hometown%252Cuser_interests%252Cuser_likes%252Cuser_location%252Cuser_photos%252Cuser_religion_politics%26client_id%3D17091798008%26ret%3Dlogin&cancel_uri=http%3A%2F%2Fapps.facebook.com%2Fareyouinterested%2Findex.php%3Fsource%3D2693%26aff_id%3D235%26error%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%23_%3D_&display=page
1806,AreYouInterested-30+-FBAPP-FI,facebook.com,03/29/97,Facebook,Facebook,No,No,No,No,2,USA,"15,110,000,000",https://www.facebook.com/login.php?skip_api_login=1&api_key=17091798008&signed_next=1&next=http%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fredirect_uri%3Dhttp%253A%252F%252Fapps.facebook.com%252Fareyouinterested%252Findex.php%253Fsource%253D2696%2526aff_id%253D235%26scope%3Demail%252Cuser_about_me%252Cuser_activities%252Cuser_birthday%252Cuser_hometown%252Cuser_interests%252Cuser_likes%252Cuser_location%252Cuser_photos%252Cuser_religion_politics%26client_id%3D17091798008%26ret%3Dlogin&cancel_uri=http%3A%2F%2Fapps.facebook.com%2Fareyouinterested%2Findex.php%3Fsource%3D2696%26aff_id%3D235%26error%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%23_%3D_&display=page
1807,AreYouInterested-30+-FBAPP-IE,facebook.com,03/29/97,Facebook,Facebook,No,No,No,No,2,USA,"15,110,000,000",https://www.facebook.com/login.php?skip_api_login=1&api_key=17091798008&signed_next=1&next=http%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fredirect_uri%3Dhttp%253A%252F%252Fapps.facebook.com%252Fareyouinterested%252Findex.php%253Fsource%253D3401%2526aff_id%253D235%26scope%3Demail%252Cuser_about_me%252Cuser_activities%252Cuser_birthday%252Cuser_hometown%252Cuser_interests%252Cuser_likes%252Cuser_location%252Cuser_photos%252Cuser_religion_politics%26client_id%3D17091798008%26ret%3Dlogin&cancel_uri=http%3A%2F%2Fapps.facebook.com%2Fareyouinterested%2Findex.php%3Fsource%3D3401%26aff_id%3D235%26error%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%23_%3D_&display=page
1808,AreYouInterested-30+-FBAPP-NO,facebook.com,03/29/97,Facebook,Facebook,No,No,No,No,2,USA,"15,110,000,000",https://www.facebook.com/login.php?skip_api_login=1&api_key=17091798008&signed_next=1&next=http%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fredirect_uri%3Dhttp%253A%252F%252Fapps.facebook.com%252Fareyouinterested%252Findex.php%253Fsource%253D2694%2526aff_id%253D235%26scope%3Demail%252Cuser_about_me%252Cuser_activities%252Cuser_birthday%252Cuser_hometown%252Cuser_interests%252Cuser_likes%252Cuser_location%252Cuser_photos%252Cuser_religion_politics%26client_id%3D17091798008%26ret%3Dlogin&cancel_uri=http%3A%2F%2Fapps.facebook.com%2Fareyouinterested%2Findex.php%3Fsource%3D2694%26aff_id%3D235%26error%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%23_%3D_&display=page
1809,AreYouInterested-30+-FBAPP-SE,facebook.com,03/29/97,Facebook,Facebook,No,No,No,No,2,USA,"15,110,000,000",https://www.facebook.com/login.php?skip_api_login=1&api_key=17091798008&signed_next=1&next=http%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fredirect_uri%3Dhttp%253A%252F%252Fapps.facebook.com%252Fareyouinterested%252Findex.php%253Fsource%253D2695%2526aff_id%253D235%26scope%3Demail%252Cuser_about_me%252Cuser_activities%252Cuser_birthday%252Cuser_hometown%252Cuser_interests%252Cuser_likes%252Cuser_location%252Cuser_photos%252Cuser_religion_politics%26client_id%3D17091798008%26ret%3Dlogin&cancel_uri=http%3A%2F%2Fapps.facebook.com%2Fareyouinterested%2Findex.php%3Fsource%3D2695%26aff_id%3D235%26error%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%23_%3D_&display=page
1810,AreYouInterested-30+-FBAPP-UK,facebook.com,03/29/97,Facebook,Facebook,No,No,No,No,2,USA,"15,110,000,000",https://www.facebook.com/login.php?skip_api_login=1&api_key=17091798008&signed_next=1&next=http%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fredirect_uri%3Dhttp%253A%252F%252Fapps.facebook.com%252Fareyouinterested%252Findex.php%253Fsource%253D2600%2526aff_id%253D235%26scope%3Demail%252Cuser_about_me%252Cuser_activities%252Cuser_birthday%252Cuser_hometown%252Cuser_interests%252Cuser_likes%252Cuser_location%252Cuser_photos%252Cuser_religion_politics%26client_id%3D17091798008%26ret%3Dlogin&cancel_uri=http%3A%2F%2Fapps.facebook.com%2Fareyouinterested%2Findex.php%3Fsource%3D2600%26aff_id%3D235%26error%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%23_%3D_&display=page
1811,AreYouInterested-30+-FBAPP-US,facebook.com,03/29/97,Facebook,Facebook,No,No,No,No,2,USA,"15,110,000,000",https://www.facebook.com/login.php?skip_api_login=1&api_key=17091798008&signed_next=1&next=http%3A%2F%2Fwww.facebook.com%2Fdialog%2Foauth%3Fredirect_uri%3Dhttp%253A%252F%252Fapps.facebook.com%252Fareyouinterested%252Findex.php%253Fsource%253D2601%2526aff_id%253D235%26scope%3Demail%252Cuser_about_me%252Cuser_activities%252Cuser_birthday%252Cuser_hometown%252Cuser_interests%252Cuser_likes%252Cuser_location%252Cuser_photos%252Cuser_religion_politics%26client_id%3D17091798008%26ret%3Dlogin&cancel_uri=http%3A%2F%2Fapps.facebook.com%2Fareyouinterested%2Findex.php%3Fsource%3D2601%26aff_id%3D235%26error%3Daccess_denied%26error_code%3D200%26error_description%3DPermissions%2Berror%26error_reason%3Duser_denied%23_%3D_&display=page
1813,RaspberryKetone(WeightLoss),raspberryketonestrial.com,08/03/12,Raspberry Ketones,Raspberry Ketones,No,No,No,No,"297,874",India,"41,000,000",http://www.raspberryketonestrial.com/v1/
1814,GreenCoffeeOptimum,authenticgreencoffee.com,07/12/12,Authentic Green Coffee,Authentic Green Coffee,No,No,No,Yes,"467,432",USA,"365,000",http://authenticgreencoffee.com/intl/coffee_lifestyle/?click_id=802117244&c1=300001&c2=685875772&c3=&AFID=410028&SID=300001
1815,GarciniaCambogia(WeightLoss ),secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,"286,561",USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2939/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=685875879&SID2=300001&LPID=358&ClickID=30214110
1816,Hugegenic ,vimaxtrial.com,01/29/10,Vimax - #1 Male Enhancement Pill,Vimax,No,No,No,No,"411,539",USA,"9,280,000",https://www.vimaxtrial.com/
1817,TestoStrong,vimaxtrial.com,01/29/10,Vimax - #1 Male Enhancement Pill,Vimax,No,No,No,No,"411,539",USA,"9,280,000",https://www.vimaxtrial.com/
1818,NitricPower,powerprecisiontrial.com,03/14/12,Power Precision Trial,Power Precision,No,Yes,No,Yes,"286,059",USA,"560,000",https://www.powerprecisiontrial.com/newformula/
1820,Veloura-JP,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,"2,121,479",N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
1825,Revivagenix-UK,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,"2,121,479",N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
1826,Equinox-UK,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,"2,121,479",N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
1827,ImmortalisiOS,apple.com,02/19/87,"Immortalis for iPhone, iPad, and iPod touch on the iTunes App Store",Immortalis,No,No,No,Yes,43,USA,"1,190,000",https://itunes.apple.com/us/app/immortalis/id541663542?ls=1&mt=8
1828,TaxActOnline-US,freelotto.com,10/23/96,Certified Winner Claim Form,Free Lotto,No,No,No,No,"2,337",Mexico,"366,000",http://www.freelotto.com/register.asp?skin=certifiedwinner&noepu=1&partner=1064262&affiliateid=CD211&tid=&utm_source=FYMC_SC1064262&utm_medium=Display&utm_term=CPA&utm_content=certifiedwinner&utm_campaign=EveryoneWinsTV
1830,Bownty-UK,truvisagetrial.com,06/01/12,TruVisage Trial,TruVisage,No,No,No,Yes,"424,152",USA,"132,000",http://www.truvisagetrial.com/new/
1832,MyBankruptcyAdvisor-US,mybankruptcylawadvisor.com,06/09/12,Medical Bankruptcy - Free Bankruptcy Consultation with a Lawyer,My Bankruptcy Law Advisor,No,No,Yes,Yes,"794,933",N/A,"22,100",http://www.mybankruptcylawadvisor.com/?c=207295&subid=235
1834,LiftSerumPro-UK-IE,bellalabs.com,03/29/11,BellaLabs - Instant Wrinkle Reducer,BellaLabs,No,No,No,Yes,"270,861",USA,"134,000",http://www.bellalabs.com/trial/index.php?AFID=96&SID=16&utm_source=96
1835,LiftandGlowPro-UK-IE,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,"2,121,479",N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
1838,MonsterParadiseAndroid-FR,google.com,09/15/97,Monster Paradise - RPG - Android Apps on Google Play,Monster Paradise,No,Yes,Yes,Yes,1,USA,"319,000",https://play.google.com/store/apps/details?id=com.aeriamobile.android.monsterparadisefr&referrer=tracking_id%3D532dcbde5dfc27c333c7b0d9e6174366%26utm_medium%3DMAT%26utm_source%3DMAT%2BMotiveInteractive%26utm_campaign%3DMAT%2BMonster%2BParadise%2BFrench%2B%2528Default%2529
1845,Skout(Android)-US,google.com,09/15/97,"Skout - Meet, Chat, Friend - Android Apps on Google Play",Skout,No,No,No,Yes,1,USA,"1,180,000",https://play.google.com/store/apps/details?id=com.skout.android&referrer=mat_click_id%3Df230aa8425ab141f4d-20130924-5822%26utm_medium%3DMAT%26utm_source%3DMAT%2BMotive%2BInteractive%26utm_campaign%3DMAT%2BSkout%2BAndroid
1848,ProfitWebSystemV3,webprofitauthority.com,01/31/13,Web Profit Authority,Web Profit Authority,No,Yes,Yes,Yes,"1,175,321",N/A,"2,170",http://webprofitauthority.com/de97/
1851,Dermolyte,trydermolyte.com,09/18/12,Dermolyte,Dermolyte,No,No,No,Yes,"3,158,257",N/A,"25,900",https://trydermolyte.com/lp1/index.php?AFID=1037&SID=235
